name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,user_score,developer,rating,sales_category,game_age,game_age_category
Grand Theft Auto: Vice City Stories,PSP,2006,Action,take two interactive,1.70,1.99,0.16,1.18,5.03,8.0,Rockstar Leeds,M,low,20,old
Tony Hawk's Pro Skater,PS,1999,Sports,activision,3.42,1.38,0.02,0.20,5.02,9.2,Neversoft Entertainment,T,low,27,old
Warzone 2100,PS,1999,Strategy,eidos interactive,2.79,1.89,0.00,0.33,5.01,7.5,unknown,E,low,27,old
Spyro the Dragon,PS,1998,Platform,sony computer entertainment,3.36,1.36,0.07,0.21,5.0,7.5,unknown,E,low,28,old
Guitar Hero III: Legends of Rock,PS2,2007,Misc,activision,3.49,0.01,0.01,1.48,4.98,8.2,"Neversoft Entertainment, BudCat",T,low,19,old
Link's Crossbow Training,Wii,2007,Shooter,nintendo,3.05,1.17,0.29,0.46,4.98,7.1,Nintendo,T,low,19,old
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,nintendo,1.83,1.19,1.54,0.37,4.93,7.5,unknown,E,low,19,old
Fallout 3,X360,2008,Role-Playing,bethesda softworks,3.40,0.99,0.09,0.45,4.93,8.5,Bethesda Game Studios,M,low,18,old
Uncharted: Drake's Fortune,PS3,2007,Action,sony computer entertainment,2.31,1.72,0.12,0.77,4.92,8.1,"Naughty Dog, SCE/WWS",T,low,19,old
Madden NFL 06,PS2,2005,Sports,electronic arts,3.98,0.26,0.01,0.66,4.91,8.0,EA Sports,E,low,21,old
Diddy Kong Racing,N64,1997,Racing,nintendo,2.91,0.99,0.89,0.10,4.88,7.5,unknown,E,low,29,old
Monster Hunter Freedom 3,PSP,2010,Role-Playing,capcom,0.00,0.00,4.87,0.00,4.87,7.5,unknown,E,low,16,old
Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,nintendo,2.60,1.08,0.81,0.38,4.87,7.5,unknown,E,low,12,recent
Dr. Mario,NES,1990,Puzzle,nintendo,2.62,0.60,1.52,0.10,4.85,7.5,unknown,E,low,36,old
StarCraft II: Wings of Liberty,PC,2010,Strategy,activision,2.57,1.68,0.00,0.58,4.84,8.2,Blizzard Entertainment,T,low,16,old
Assassin's Creed,PS3,2007,Adventure,ubisoft,1.91,2.00,0.09,0.82,4.82,7.3,Ubisoft Montreal,M,low,19,old
God of War III,PS3,2010,Action,sony computer entertainment,2.74,1.33,0.12,0.61,4.8,8.7,SCE Santa Monica,M,low,16,old
Crash Team Racing,PS,1999,Racing,sony computer entertainment,2.57,1.57,0.44,0.21,4.79,9.0,Naughty Dog,E,low,27,old
LEGO Star Wars: The Complete Saga,DS,2007,Action,lucasarts,2.83,1.48,0.00,0.45,4.76,5.4,TT Fusion,E,low,19,old
Driver 2,PS,2000,Action,atari,2.36,2.10,0.02,0.25,4.73,7.7,Reflections Interactive,T,low,26,old
Batman: Arkham City,X360,2011,Action,warner bros  interactive entertainment,2.99,1.27,0.04,0.42,4.73,8.7,Rocksteady Studios,T,low,15,old
The Last of Us,PS4,2014,Action,sony computer entertainment,1.88,2.00,0.07,0.77,4.71,7.5,unknown,E,low,12,recent
The Simpsons: Hit & Run,PS2,2003,Racing,vivendi games,1.73,2.19,0.00,0.79,4.7,7.5,unknown,E,low,23,old
Tony Hawk's Pro Skater 2,PS,2000,Sports,activision,3.05,1.41,0.02,0.20,4.68,7.7,Neversoft Entertainment,T,low,26,old
The Lord of the Rings: The Two Towers,PS2,2002,Action,electronic arts,1.94,1.95,0.08,0.70,4.67,8.2,Stormfront Studios,T,low,24,old
Tomb Raider,PS,1996,Action,eidos interactive,2.29,1.97,0.13,0.24,4.63,8.6,Core Design Ltd.,T,low,30,old
Animal Crossing: City Folk,Wii,2008,Simulation,nintendo,1.82,1.12,1.32,0.36,4.62,7.6,Nintendo,E,low,18,old
Uncharted: The Nathan Drake Collection,PS4,2015,Action,sony computer entertainment,2.07,1.71,0.08,0.76,4.62,8.1,Bluepoint Games,T,low,11,recent
The Legend of Zelda: A Link to the Past,SNES,1991,Action,nintendo,2.42,0.91,1.15,0.13,4.61,7.5,unknown,E,low,35,old
The Legend of Zelda: The Wind Waker,GC,2002,Action,nintendo,2.60,0.99,0.89,0.13,4.6,8.9,Nintendo,E,low,24,old
Guitar Hero III: Legends of Rock,Wii,2007,Misc,activision,3.04,1.11,0.00,0.43,4.6,8.4,Vicarious Visions,T,low,19,old
Luigi's Mansion: Dark Moon,3DS,2013,Action,nintendo,1.80,1.39,1.11,0.29,4.59,8.4,Next Level Games,E,low,13,recent
Forza Motorsport 4,X360,2011,Racing,microsoft game studios,2.08,1.97,0.06,0.46,4.57,8.2,Turn 10,E,low,15,old
Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,sega,1.87,1.96,0.22,0.48,4.53,7.5,unknown,E,low,17,old
Madden NFL 2005,PS2,2004,Sports,electronic arts,4.18,0.26,0.01,0.08,4.53,7.9,EA Tiburon,E,low,22,old
Guitar Hero III: Legends of Rock,X360,2007,Misc,activision,3.19,0.91,0.01,0.42,4.53,7.9,Neversoft Entertainment,T,low,19,old
Pitfall!,2600,1981,Platform,activision,4.21,0.24,0.00,0.05,4.5,7.5,unknown,E,low,45,old
Madden NFL 07,PS2,2006,Sports,electronic arts,3.63,0.24,0.01,0.61,4.49,8.2,EA Sports,E,low,20,old
Halo 5: Guardians,XOne,2015,Shooter,microsoft game studios,2.78,1.27,0.03,0.41,4.48,6.4,343 Industries,T,low,11,recent
Spider-Man: The Movie,PS2,2002,Action,activision,2.71,1.51,0.03,0.23,4.48,7.9,Treyarch,E,low,24,old
Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,enix corporation,0.20,0.14,4.10,0.02,4.47,7.5,unknown,E,low,26,old
Call of Duty: Infinite Warfare,PS4,2016,Shooter,activision,1.61,2.00,0.15,0.71,4.46,3.4,Infinity Ward,M,low,10,recent
God of War,PS2,2005,Action,sony computer entertainment,2.71,1.29,0.02,0.43,4.45,8.9,SCE Santa Monica,M,low,21,old
Splatoon,WiiU,2015,Shooter,nintendo,1.54,1.18,1.46,0.26,4.43,8.5,Nintendo,E10+,low,11,recent
Nintendo Land,WiiU,2012,Misc,nintendo,2.52,1.11,0.46,0.33,4.42,7.9,Nintendo,E10+,low,14,recent
Tony Hawk's Pro Skater 3,PS2,2001,Sports,activision,2.66,1.29,0.01,0.46,4.41,7.5,Neversoft Entertainment,T,low,25,old
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,konami digital entertainment,0.10,2.39,1.05,0.86,4.39,8.9,Konami,E,low,20,old
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,take two interactive,2.82,1.03,0.13,0.40,4.38,8.7,Bethesda Softworks,M,low,20,old
Zelda II: The Adventure of Link,NES,1987,Adventure,nintendo,2.19,0.50,1.61,0.08,4.38,7.5,unknown,E,low,39,old
Need for Speed: Most Wanted,PS2,2005,Racing,electronic arts,2.03,1.79,0.08,0.47,4.37,9.1,EA Canada,T,low,21,old
Michael Jackson: The Experience,Wii,2010,Misc,ubisoft,2.64,1.33,0.01,0.39,4.36,8.3,"Ubisoft Paris, Ubisoft Montpellier",E10+,low,16,old
Call of Duty: Advanced Warfare,PS3,2014,Shooter,activision,1.56,1.93,0.19,0.68,4.36,4.8,High Moon Studios,M,low,12,recent
Resistance: Fall of Man,PS3,2006,Shooter,sony computer entertainment,1.74,1.72,0.14,0.75,4.34,8.1,Insomniac Games,M,low,20,old
Sonic the Hedgehog,GEN,1991,Platform,sega,3.03,0.91,0.26,0.13,4.34,7.5,unknown,E,low,35,old
Kingdom Hearts II,PS2,2005,Role-Playing,square enix,2.20,0.58,1.38,0.17,4.33,9.0,Square Enix,E10+,low,21,old
The Legend of Zelda: Ocarina of Time,3DS,2011,Action,nintendo,2.09,1.31,0.62,0.31,4.33,7.5,unknown,E,low,15,old
Super Mario 3D World,WiiU,2013,Platform,nintendo,2.11,1.16,0.73,0.32,4.32,9.0,Nintendo,E,low,13,recent
Minecraft,PS4,2014,Misc,sony computer entertainment europe,1.48,2.02,0.14,0.68,4.32,7.5,unknown,E,low,12,recent
Asteroids,2600,1980,Shooter,atari,4.00,0.26,0.00,0.05,4.31,7.5,unknown,E,low,46,old
Call of Duty: Advanced Warfare,X360,2014,Shooter,activision,2.77,1.11,0.00,0.40,4.29,4.9,High Moon Studios,M,low,12,recent
FIFA 15,PS3,2014,Sports,electronic arts,0.58,3.02,0.04,0.64,4.28,4.5,EA Sports,E,low,12,recent
Fable II,X360,2008,Role-Playing,microsoft game studios,2.51,1.24,0.11,0.41,4.27,6.5,Lionhead Studios,M,low,18,old
Namco Museum,GBA,2001,Misc,namco bandai games,3.00,1.11,0.05,0.07,4.24,7.3,Mass Media,E,low,25,old
Batman: Arkham Asylum,PS3,2009,Action,eidos interactive,2.24,1.31,0.07,0.61,4.23,8.9,Rocksteady Studios,T,low,17,old
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,konami digital entertainment,1.46,0.00,0.83,1.93,4.23,9.3,KCEJ,M,low,22,old
Assassin's Creed: Revelations,PS3,2011,Action,ubisoft,1.41,2.01,0.10,0.70,4.22,7.5,Ubisoft Montreal,M,low,15,old
Fallout 4,XOne,2015,Role-Playing,bethesda softworks,2.51,1.32,0.01,0.38,4.22,6.2,Bethesda Game Studios,M,low,11,recent
FIFA 14,X360,2013,Sports,electronic arts,0.92,2.89,0.01,0.40,4.22,4.2,EA Canada,E,low,13,recent
Daxter,PSP,2006,Platform,sony computer entertainment,2.45,1.01,0.00,0.75,4.21,8.7,Ready at Dawn,E10+,low,20,old
Warcraft II: Tides of Darkness,PC,1995,Strategy,activision,1.70,2.27,0.00,0.23,4.21,7.5,unknown,E,low,31,old
FIFA Soccer 06,PS2,2005,Sports,electronic arts,0.78,2.55,0.04,0.84,4.21,7.8,EA Canada,E,low,21,old
EyeToy Play,PS2,2003,Misc,sony computer entertainment,0.88,2.30,0.20,0.83,4.2,7.5,"SCEE, Zoe Mode",E,low,23,old
Gran Turismo 5 Prologue,PS3,2007,Racing,sony computer entertainment,1.28,1.82,0.57,0.52,4.19,7.1,Polyphony Digital,E,low,19,old
Assassin's Creed: Revelations,X360,2011,Action,ubisoft,2.25,1.47,0.04,0.43,4.19,7.2,Ubisoft Montreal,M,low,15,old
FIFA 12,X360,2011,Sports,electronic arts,0.84,2.78,0.02,0.53,4.18,7.5,unknown,E,low,15,old
Teenage Mutant Ninja Turtles,NES,1989,Action,palcom,3.38,0.44,0.31,0.04,4.17,7.5,unknown,E,low,37,old
Street Fighter IV,PS3,2009,Fighting,capcom,2.03,1.04,0.58,0.52,4.16,7.3,Capcom,T,low,17,old
Excitebike,NES,1984,Racing,nintendo,2.04,0.48,1.57,0.07,4.16,7.5,unknown,E,low,42,old
Frogger,PS,1997,Action,hasbro interactive,3.79,0.27,0.00,0.11,4.16,7.5,unknown,E,low,29,old
Madden NFL 2003,PS2,2002,Sports,electronic arts,3.36,0.21,0.01,0.56,4.14,7.7,EA Sports,E,low,24,old
Half-Life,PC,1997,Shooter,vivendi games,4.03,0.00,0.09,0.00,4.12,9.1,Valve Software,M,low,29,old
Super Mario World 2: Yoshi's Island,SNES,1995,Platform,nintendo,1.65,0.61,1.76,0.09,4.12,7.5,unknown,E,low,31,old
FIFA Soccer 07,PS2,2006,Sports,electronic arts,0.71,2.48,0.03,0.89,4.11,7.5,unknown,E,low,20,old
Street Fighter II Turbo,SNES,1992,Fighting,capcom,1.42,0.51,2.10,0.07,4.1,7.5,unknown,E,low,34,old
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,activision,2.57,1.52,0.00,0.00,4.09,7.9,Blizzard Entertainment,T,low,19,old
Battlefield 1,PS4,2016,Shooter,electronic arts,1.10,2.15,0.21,0.61,4.08,8.4,EA DICE,M,low,10,recent
God of War II,PS2,2007,Action,sony computer entertainment,2.32,0.04,0.04,1.67,4.07,8.9,SCE Santa Monica,M,low,19,old
World Soccer Winning Eleven 9,PS2,2005,Sports,konami digital entertainment,0.12,2.26,0.90,0.77,4.06,8.2,Konami,E,low,21,old
Fallout: New Vegas,X360,2010,Role-Playing,bethesda softworks,2.66,1.03,0.04,0.33,4.05,8.1,Obsidian Entertainment,M,low,16,old
Forza Motorsport 2,X360,2007,Racing,microsoft game studios,2.35,1.27,0.03,0.41,4.05,8.3,Turn 10,E,low,19,old
Carnival Games,Wii,2007,Misc,take two interactive,2.12,1.47,0.05,0.42,4.05,6.0,Cat Daddy Games,E,low,19,old
Watch Dogs,PS4,2014,Action,ubisoft,1.40,1.90,0.11,0.64,4.05,6.3,Ubisoft Montreal,M,low,12,recent
Namco Museum Vol.3,PS,1996,Misc,sony computer entertainment,2.28,1.55,0.16,0.06,4.05,7.5,unknown,E,low,30,old
Tekken Tag Tournament,PS2,2000,Fighting,namco bandai games,1.68,1.51,0.51,0.35,4.05,8.5,Namco,T,low,26,old
Far Cry 4,PS4,2014,Shooter,ubisoft,1.13,2.18,0.10,0.63,4.04,7.7,Ubisoft Montreal,M,low,12,recent
Star Fox 64,N64,1997,Shooter,nintendo,2.78,0.58,0.64,0.04,4.03,7.5,unknown,E,low,29,old
Golf,NES,1984,Sports,nintendo,1.22,0.28,2.46,0.04,4.01,7.5,unknown,E,low,42,old
Namco Museum: 50th Anniversary,PS2,2005,Misc,namco bandai games,2.08,1.35,0.00,0.54,3.98,7.5,Digital Eclipse,E10+,low,21,old
Left 4 Dead 2,X360,2009,Shooter,electronic arts,2.67,0.87,0.05,0.38,3.97,8.6,Valve Software,M,low,17,old
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,namco bandai games,1.02,2.13,0.23,0.59,3.97,9.2,CD Projekt Red Studio,M,low,11,recent
Assassin's Creed: Unity,PS4,2014,Action,ubisoft,1.19,2.07,0.08,0.62,3.96,4.9,"Ubisoft, Ubisoft Montreal",M,low,12,recent
Batman: Arkham Knight,PS4,2015,Action,warner bros  interactive entertainment,1.53,1.69,0.10,0.64,3.95,7.6,Rocksteady Studios,M,low,11,recent
The Legend of Zelda: Skyward Sword,Wii,2011,Action,nintendo,2.03,1.16,0.37,0.38,3.95,8.0,Nintendo,E10+,low,15,old
Fallout 3,PS3,2008,Role-Playing,bethesda softworks,2.15,1.13,0.07,0.59,3.94,8.0,Bethesda Game Studios,M,low,18,old
Professor Layton and the Diabolical Box,DS,2007,Puzzle,nintendo,0.90,1.76,0.92,0.37,3.94,8.8,Level 5,E10+,low,19,old
Donkey Kong Land,GB,1994,Platform,nintendo,1.97,0.76,1.07,0.11,3.91,7.5,unknown,E,low,32,old
EA Sports Active,Wii,2009,Sports,electronic arts,2.09,1.35,0.06,0.40,3.9,8.7,EA Canada,E,low,17,old
Tony Hawk's Underground,PS2,2003,Sports,activision,2.29,1.17,0.01,0.42,3.9,8.7,Neversoft Entertainment,T,low,23,old
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,nintendo,0.68,0.48,2.62,0.11,3.89,8.7,Capcom,T,low,12,recent
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,bethesda softworks,1.16,2.12,0.00,0.60,3.88,8.1,Bethesda Game Studios,M,low,15,old
NBA 2K16,PS4,2015,Sports,take two interactive,2.49,0.66,0.03,0.69,3.88,6.7,Visual Concepts,E10+,low,11,recent
Tekken 5,PS2,2005,Fighting,namco bandai games,0.93,1.94,0.31,0.70,3.87,8.6,Namco,T,low,21,old
Dragon Warrior III,NES,1988,Role-Playing,enix corporation,0.10,0.00,3.77,0.00,3.87,7.5,unknown,E,low,38,old
MotorStorm,PS3,2006,Racing,sony computer entertainment,1.53,1.60,0.06,0.67,3.87,7.4,Evolution Studios,T,low,20,old
Nintendogs + cats,3DS,2011,Simulation,nintendo,1.44,1.41,0.73,0.27,3.85,7.5,unknown,E,low,15,old
World Soccer Winning Eleven 8 International,PS2,2004,Sports,konami digital entertainment,0.16,1.89,1.12,0.68,3.85,9.1,KCET,E,low,22,old
Sports Champions,PS3,2010,Sports,sony computer entertainment,2.13,1.12,0.10,0.50,3.84,7.9,"SCEA, Zindagi Games",E10+,low,16,old
Namco Museum Vol.1,PS,1995,Misc,sony computer entertainment,2.12,1.44,0.22,0.06,3.84,7.5,unknown,E,low,31,old
The Legend of Zelda: Link's Awakening,GB,1992,Action,nintendo,2.21,0.96,0.54,0.13,3.83,7.5,unknown,E,low,34,old
Call of Duty: Ghosts,PS4,2013,Shooter,activision,1.78,1.43,0.05,0.57,3.83,3.7,Infinity Ward,M,low,13,recent
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,nintendo,0.86,1.56,1.05,0.35,3.83,4.0,"Nintendo, Namco Bandai Games",E,low,19,old
Tom Clancy's The Division,PS4,2016,Shooter,ubisoft,1.35,1.70,0.15,0.60,3.8,7.0,Massive Entertainment,M,low,10,recent
Big Brain Academy: Wii Degree,Wii,2007,Misc,nintendo,1.05,1.91,0.41,0.42,3.79,6.9,Nintendo,E,low,19,old
Resident Evil Director's Cut,PS,1996,Action,virgin interactive,1.82,1.24,0.47,0.25,3.77,7.5,unknown,E,low,30,old
Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,nintendo,2.23,0.47,0.81,0.26,3.77,7.5,unknown,E,low,17,old
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,activision,2.40,1.01,0.00,0.36,3.76,7.5,Traveller's Tales,E10+,low,18,old
The Sims: Unleashed,PC,2002,Simulation,electronic arts,2.03,1.56,0.00,0.17,3.76,8.0,Maxis,T,low,24,old
Ratchet & Clank: Size Matters,PSP,2007,Platform,sony computer entertainment,1.40,1.39,0.10,0.86,3.74,7.5,unknown,E,low,19,old
Harry Potter and the Sorcerer's Stone,PS,2001,Action,electronic arts,1.37,2.00,0.14,0.22,3.73,7.5,Argonaut Games,E,low,25,old
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,sega,1.12,1.87,0.27,0.45,3.72,7.5,unknown,E,low,15,old
Resident Evil 3: Nemesis,PS,1999,Action,eidos interactive,1.30,0.77,1.54,0.11,3.72,7.5,unknown,E,low,27,old
Super Paper Mario,Wii,2007,Platform,nintendo,1.95,0.86,0.59,0.31,3.71,7.9,Intelligent Systems,E,low,19,old
Spyro: Year of the Dragon,PS,2000,Platform,sony computer entertainment,1.93,1.58,0.00,0.19,3.71,8.8,Insomniac Games,E,low,26,old
Assassin's Creed IV: Black Flag,PS3,2013,Action,ubisoft,1.33,1.68,0.13,0.57,3.71,8.1,Ubisoft,M,low,13,recent
FIFA Soccer 2005,PS2,2004,Sports,electronic arts,0.58,2.48,0.04,0.59,3.7,7.6,EA Canada,E,low,22,old
Pokémon Trading Card Game,GB,1998,Strategy,nintendo,1.49,0.73,1.38,0.10,3.7,7.5,unknown,E,low,28,old
Friend Collection,DS,2009,Misc,nintendo,0.00,0.00,3.67,0.00,3.67,7.5,unknown,E,low,17,old
Tony Hawk's Pro Skater 4,PS2,2002,Sports,activision,2.13,1.18,0.01,0.35,3.67,8.5,Neversoft Entertainment,T,low,24,old
Star Wars Battlefront (2015),XOne,2015,Shooter,electronic arts,2.04,1.28,0.02,0.32,3.66,7.5,unknown,E,low,11,recent
MySims,DS,2007,Simulation,electronic arts,1.58,1.59,0.08,0.41,3.66,7.3,TOSE,E,low,19,old
Midnight Club 3: DUB Edition,PSP,2005,Racing,take two interactive,1.65,1.21,0.00,0.79,3.65,8.4,Rockstar Leeds,E10+,low,21,old
Banjo-Kazooie,N64,1998,Platform,nintendo,1.87,1.13,0.55,0.10,3.65,7.5,unknown,E,low,28,old
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,sony computer entertainment,2.53,0.81,0.06,0.24,3.65,7.9,Zipper Interactive,M,low,24,old
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,sony computer entertainment,2.08,1.09,0.15,0.33,3.64,8.7,Naughty Dog,E,low,25,old
Pokemon Snap,N64,1999,Simulation,nintendo,2.23,0.68,0.66,0.06,3.63,7.5,unknown,E,low,27,old
Pro Evolution Soccer 2008,PS2,2007,Sports,konami digital entertainment,0.05,0.00,0.64,2.93,3.63,7.9,Konami,E,low,19,old
Resident Evil 4,PS2,2005,Action,capcom,2.08,0.83,0.46,0.25,3.62,8.9,Capcom,M,low,21,old
Guitar Hero: World Tour,Wii,2008,Misc,activision,2.32,0.96,0.00,0.34,3.62,7.6,Vicarious Visions,T,low,18,old
FIFA Soccer 10,PS3,2009,Sports,electronic arts,0.60,2.45,0.05,0.52,3.62,7.6,EA Sports,E,low,17,old
Star Wars: Battlefront,PS2,2004,Shooter,lucasarts,1.93,1.22,0.03,0.44,3.61,8.7,Pandemic Studios,T,low,22,old
Doom II: Hell on Earth,PC,1994,Shooter,virgin interactive,2.05,1.40,0.00,0.16,3.61,7.5,unknown,E,low,32,old
The Simpsons: Road Rage,PS2,2001,Racing,electronic arts,2.02,1.17,0.00,0.42,3.61,7.7,Fox Interactive,T,low,25,old
Luigi's Mansion,GC,2001,Action,nintendo,2.38,0.67,0.46,0.10,3.6,8.5,Nintendo,E,low,25,old
Battlefield 4,PS4,2013,Shooter,electronic arts,1.35,1.55,0.17,0.51,3.59,6.9,EA DICE,M,low,13,recent
Star Wars: Battlefront II,PS2,2005,Shooter,lucasarts,2.18,1.02,0.03,0.37,3.59,9.0,Pandemic Studios,T,low,21,old
Just Dance 2014,Wii,2013,Misc,ubisoft,1.88,1.39,0.00,0.31,3.59,6.2,Ubisoft,E10+,low,13,recent
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 games,1.60,1.49,0.10,0.39,3.58,8.0,Office Create,E,low,19,old
WWF SmackDown!,PS,2000,Fighting,thq,2.01,1.35,0.06,0.16,3.58,7.5,unknown,E,low,26,old
Croc: Legend of the Gobbos,PS,1997,Platform,fox interactive,1.57,1.79,0.00,0.20,3.56,7.5,unknown,E,low,29,old
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,take two interactive,1.56,1.40,0.07,0.50,3.54,7.8,Rockstar Leeds,M,low,20,old
The Getaway,PS2,2002,Action,sony computer entertainment,1.23,1.77,0.05,0.49,3.54,6.8,Team Soho,M,low,24,old
Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,eidos interactive,1.66,1.58,0.12,0.18,3.54,7.5,unknown,E,low,29,old
James Bond 007: Agent Under Fire,PS2,2001,Shooter,electronic arts,1.90,1.13,0.10,0.41,3.53,7.9,EA Redwood Shores,T,low,25,old
LEGO Star Wars: The Video Game,PS2,2005,Action,eidos interactive,1.98,1.14,0.01,0.41,3.53,7.5,unknown,E,low,21,old
Rugrats in Paris: The Movie,PS,2000,Action,thq,1.96,1.33,0.00,0.23,3.52,7.5,unknown,E,low,26,old
FIFA Soccer 11,X360,2010,Sports,electronic arts,0.71,2.39,0.02,0.40,3.52,7.5,EA Sports,E,low,16,old
Spyro 2: Ripto's Rage!,PS,1999,Platform,sony computer entertainment,2.14,1.21,0.01,0.17,3.52,7.5,unknown,E,low,27,old
Left 4 Dead,X360,2008,Shooter,electronic arts,2.66,0.49,0.05,0.30,3.51,7.9,Certain Affinity,M,low,18,old
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,nintendo,1.17,0.50,1.75,0.08,3.51,7.5,unknown,E,low,30,old
Assassin's Creed: Unity,XOne,2014,Action,ubisoft,2.27,0.90,0.00,0.33,3.5,4.1,"Ubisoft, Ubisoft Montreal",M,low,12,recent
Kung Fu,NES,1985,Action,nintendo,1.64,0.38,1.42,0.06,3.5,7.5,unknown,E,low,41,old
Resident Evil 5,X360,2009,Action,capcom,2.11,0.93,0.12,0.34,3.5,7.5,Capcom,M,low,17,old
Assassin's Creed: Brotherhood,X360,2010,Action,ubisoft,2.85,0.38,0.03,0.24,3.49,8.3,Ubisoft Montreal,M,low,16,old
FIFA Soccer 2004,PS2,2007,Sports,electronic arts,0.59,2.36,0.04,0.51,3.49,6.4,EA Canada,E,low,19,old
Battlefield 4,PS3,2013,Shooter,electronic arts,1.30,1.42,0.27,0.50,3.49,5.8,EA DICE,M,low,13,recent
Batman: Arkham Asylum,X360,2009,Action,eidos interactive,2.20,0.95,0.02,0.31,3.48,8.7,Rocksteady Studios,T,low,17,old
Battlefield 4,X360,2013,Shooter,electronic arts,2.15,1.01,0.02,0.31,3.48,5.6,EA DICE,M,low,13,recent
Battlefield: Bad Company 2,X360,2010,Shooter,electronic arts,2.10,1.01,0.04,0.32,3.47,8.6,EA DICE,M,low,16,old
Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,sega,1.21,1.62,0.27,0.37,3.46,7.5,unknown,E,low,17,old
Guitar Hero: On Tour,DS,2008,Misc,activision,2.10,1.01,0.01,0.35,3.46,8.8,Vicarious Visions,E10+,low,18,old
Clubhouse Games,DS,2006,Misc,nintendo,0.59,1.79,0.73,0.34,3.45,8.4,Agenda,E,low,20,old
Monster Hunter 4,3DS,2013,Role-Playing,capcom,0.00,0.00,3.44,0.00,3.44,7.5,unknown,E,low,13,recent
Borderlands,X360,2009,Shooter,take two interactive,2.40,0.71,0.03,0.29,3.44,8.2,Gearbox Software,M,low,17,old
Tekken 4,PS2,2002,Fighting,namco bandai games,1.55,1.27,0.33,0.29,3.44,8.3,Namco,T,low,24,old
Final Fantasy III,SNES,1994,Role-Playing,squaresoft,0.86,0.00,2.55,0.02,3.42,7.5,unknown,E,low,32,old
Grand Theft Auto 2,PS,1998,Action,take two interactive,1.13,2.07,0.00,0.22,3.42,8.0,DMA Design,T,low,28,old
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,konami digital entertainment,1.09,1.36,0.49,0.48,3.41,8.2,"Kojima Productions, Moby Dick Studio",M,low,11,recent
Spider-Man 2,PS2,2004,Action,activision,1.75,1.20,0.02,0.43,3.41,8.9,Treyarch,T,low,22,old
F-1 Race,GB,1990,Racing,nintendo,1.73,0.69,0.59,0.40,3.41,7.5,unknown,E,low,36,old
FIFA Soccer 2003,PS2,2002,Sports,electronic arts,0.46,2.28,0.05,0.61,3.4,6.7,EA Canada,E,low,24,old
LittleBigPlanet 2,PS3,2011,Platform,sony computer entertainment,1.83,1.05,0.06,0.46,3.39,8.4,Media Molecule,E,low,15,old
Crash Bash,PS,2000,Misc,sony computer entertainment,1.56,1.47,0.19,0.17,3.39,8.2,Eurocom Entertainment Software,E,low,26,old
Assassin's Creed Syndicate,PS4,2015,Action,ubisoft,0.81,1.99,0.07,0.52,3.39,6.8,Ubisoft Quebec,M,low,11,recent
LEGO Batman: The Videogame,X360,2008,Action,warner bros  interactive entertainment,2.04,1.02,0.00,0.32,3.38,7.9,Traveller's Tales,E10+,low,18,old
Destiny,XOne,2014,Shooter,activision,2.14,0.92,0.00,0.31,3.37,5.5,"Bungie Software, Bungie",T,low,12,recent
WWF War Zone,PS,1998,Fighting,acclaim entertainment,2.47,0.76,0.00,0.13,3.36,7.5,unknown,E,low,28,old
The Legend of Zelda: Majora's Mask,N64,2000,Action,nintendo,1.90,0.67,0.73,0.06,3.36,7.5,unknown,E,low,26,old
Far Cry 3,PS3,2012,Shooter,ubisoft,0.88,1.70,0.10,0.67,3.35,8.5,Ubisoft Montreal,M,low,14,recent
Rugrats: Search For Reptar,PS,1998,Adventure,thq,1.63,1.53,0.00,0.18,3.34,7.5,unknown,E,low,28,old
English Training: Have Fun Improving Your Skills!,DS,2006,Misc,nintendo,0.00,0.99,2.32,0.02,3.33,7.5,unknown,E,low,20,old
James Bond 007: Nightfire,PS2,2002,Shooter,electronic arts,1.45,1.29,0.12,0.46,3.33,8.5,Eurocom Entertainment Software,T,low,24,old
Ratchet & Clank,PS2,2002,Platform,sony computer entertainment,1.44,1.01,0.57,0.30,3.33,7.5,unknown,E,low,24,old
